,t,m
MVK,1.50837468537519,2.26256202806278
CACHD1,1.50794833388105,2.26192250082158
DMAC2L,-1.50749633114968,-2.26124449672452
GNA11,1.50681814269674,2.26022721404511
CHAF1B,1.50653485326848,2.25980227990272
MED19,1.50642365784867,2.25963548677301
FSIP1,1.50582308568707,2.2587346285306
FPGT,-1.50560730566031,-2.25841095849047
SYNCRIP,1.5045514227709,2.25682713415635
ERLIN1,1.50314387709824,2.25471581564736
CENPQ,1.50279488521399,2.25419232782099
CTU2,1.50277749125483,2.25416623688225
SKA2,-1.50253434747604,-2.25380152121406
HNMT,1.50167956753458,2.25251935130187
CCT6B,-1.50164999954284,-2.25247499931426
ZNF710,1.50160606995664,2.25240910493496
BBX,-1.50130425335408,-2.25195638003112
PRMT1,1.50116772874009,2.25175159311013
COPB2,-1.50114283668893,-2.2517142550334
MAK16,1.50106276342586,2.25159414513879
CLIC1,1.50046030491167,2.25069045736751
NDUFAF6,1.49989953159466,2.24984929739199
VASP,1.49959893202324,2.24939839803486
CSRNP1,-1.4994311745523,-2.24914676182845
SH3PXD2A,1.49940095402842,2.24910143104263
PTCD3,1.49927202812185,2.24890804218277
C17orf53,1.49902168761289,2.24853253141933
BOP1,1.49864987929926,2.24797481894889
PPP6R1,1.4980691816241,2.24710377243615
NEDD4L,1.49783687532305,2.24675531298457
HEXB,1.49737238964726,2.24605858447089
SDHC,-1.49651485853767,-2.24477228780651
TRIP11,-1.49628440539144,-2.24442660808716
ICAM3,1.49594980355688,2.24392470533532
MGAT4B,1.49591912681242,2.24387869021863
GLRX3,1.49583387036454,2.24375080554681
SLC45A1,-1.49575439119037,-2.24363158678555
PKMYT1,1.49505421421626,2.24258132132439
AVL9,1.49496286436427,2.24244429654641
SIX4,1.49466762660371,2.24200143990556
PRICKLE4,-1.49458324715238,-2.24187487072857
AKR1A1,-1.49399182085529,-2.24098773128294
RBM28,1.49379323680154,2.24068985520231
NMRK1,-1.49335466905526,-2.24003200358289
CXorf40A,-1.49285333984112,-2.23928000976168
SSC4D,-1.49278212355616,-2.23917318533424
BIVM,-1.4926415668081,-2.23896235021215
ARL4A,1.4921785795733,2.23826786935995
CLHC1,-1.49169738065504,-2.23754607098256
TMEM63B,-1.49134150332123,-2.23701225498184
FXN,1.49109980984841,2.23664971477262
SDC4,1.49079689183101,2.23619533774651
BMP6,1.49074954940349,2.23612432410523
KCTD2,-1.49067954390061,-2.23601931585091
MRPL40,-1.49061142646517,-2.23591713969775
DOP1B,-1.49048147239937,-2.23572220859905
TXNL4A,1.49032121218553,2.23548181827829
UQCRFS1,1.48997186273047,2.23495779409571
CENPK,1.48955124408885,2.23432686613328
ATP6V0B,1.48952402164506,2.23428603246759
PITPNA,-1.48926615693166,-2.23389923539749
GLB1L,-1.4889424301862,-2.2334136452793
ANKRD12,1.48850584683395,2.23275877025092
LIN54,1.4880389080526,2.2320583620789
SMS,1.48734201357328,2.23101302035992
MRPL14,1.48730500549624,2.23095750824436
WDR60,1.48721993333233,2.23082989999849
CRTC2,1.48711984051618,2.23067976077427
TEX261,-1.48683246831305,-2.23024870246957
PTGES3,1.4866733410874,2.2300100116311
CFAP46,1.48642079862519,2.22963119793779
PPIC,-1.48623769321321,-2.22935653981981
CLCN4,-1.48583596387134,-2.22875394580701
TROAP,1.48539360727217,2.22809041090825
BTD,1.48483218763475,2.22724828145213
RESF1,1.48367764424122,2.22551646636183
ACSL4,1.48310715957325,2.22466073935987
NDUFAF3,1.48299335371358,2.22449003057037
TTC27,1.4824663745334,2.2236995618001
RDM1,-1.48243502846275,-2.22365254269413
CHPF,1.48237262791805,2.22355894187708
PLCD1,-1.48221923155448,-2.22332884733172
LDB1,-1.48194005500949,-2.22291008251424
EMC7,-1.48181735229476,-2.22272602844214
INCA1,-1.48167546279314,-2.22251319418971
VPS13D,-1.48122725905068,-2.22184088857602
MUL1,-1.48120876025272,-2.22181314037908
VASN,1.48113642066159,2.22170463099238
TOMM5,1.48107652900915,2.22161479351373
HIST2H2BF,-1.48093806208329,-2.22140709312494
DDX54,1.48001763607146,2.22002645410719
SMCHD1,1.4792988891823,2.21894833377345
ATPAF1,-1.47924926270304,-2.21887389405456
TPM3,1.47905406016602,2.21858109024903
ZNF789,-1.47898838532597,-2.21848257798896
SLC43A3,1.47883337606196,2.21825006409294
ZNF462,1.47879993670321,2.21819990505482
SPINDOC,1.47849006574861,2.21773509862291
NQO2,1.47608234237093,2.2141235135564
AMZ2,-1.47553409233792,-2.21330113850688
ITFG1,-1.47546882993601,-2.21320324490401
HOXB3,1.4747515980272,2.2121273970408
NRBP2,1.47465507545918,2.21198261318877
SGO1,1.47433836840805,2.21150755261207
PDK3,1.39506054474065,2.09259081711098
ITPA,-1.4731253819744,-2.2096880729616
ANKLE2,1.47262752549265,2.20894128823898
NXPH2,1.32481037307625,1.98721555961437
SMURF2,1.47194871865366,2.20792307798049
TCEAL1,-1.47193044375646,-2.20789566563469
CDC42BPB,-1.4713913137981,-2.20708697069715
SDHAF3,-1.47124822750893,-2.2068723412634
SGCB,-1.47106338637002,-2.20659507955503
BBS2,-1.47005554063331,-2.20508331094997
TATDN3,-1.46993582883895,-2.20490374325842
PKD1,1.46988526385997,2.20482789578995
SRPRB,-1.46976606754013,-2.2046491013102
LNX1,-1.46955367663983,-2.20433051495975
ACIN1,1.4695441271579,2.20431619073685
WDR76,1.46922650004508,2.20383975006762
ANAPC16,-1.46916094899767,-2.2037414234965
MINPP1,-1.46907982840753,-2.20361974261129
WASF1,1.46907849154215,2.20361773731323
PDSS2,-1.46841321754348,-2.20261982631522
PCM1,1.46757313792548,2.20135970688822
SH3RF3,-1.46745710198516,-2.20118565297774
CFAP36,-1.46742544046658,-2.20113816069987
FNBP4,1.46643654808547,2.1996548221282
MAGT1,-1.4660456999902,-2.1990685499853
ST5,1.46500452681859,2.19750679022789
CIT,1.46489085115478,2.19733627673217
MCMBP,1.46424936755759,2.19637405133638
USF3,-1.46352904890963,-2.19529357336445
H6PD,-1.46311054227867,-2.19466581341801
AHCTF1,1.46278146255371,2.19417219383056
RWDD3,-1.46232190156958,-2.19348285235437
MCM5,1.46173612153035,2.19260418229552
SMC4,1.46164300140789,2.19246450211183
MGME1,-1.46085856048018,-2.19128784072027
C4orf33,-1.46000461716832,-2.19000692575248
MLH1,-1.4589473128605,-2.18842096929075
PLD3,-1.458895672383,-2.1883435085745
CCDC91,1.45833931238106,2.18750896857159
EGR1,-1.45825185683324,-2.18737778524986
STARD9,1.45814279952817,2.18721419929225
AAR2,-1.45759595384925,-2.18639393077388
ZNF563,1.4573801884885,2.18607028273275
NXT1,1.45733681966067,2.18600522949101
SMIM30,-1.45705070550398,-2.18557605825597
WDR24,-1.45692034792245,-2.18538052188367
MT-ND2,-1.45640942595304,-2.18461413892956
NAAA,1.45633118491678,2.18449677737517
PTPN6,-1.45595644707822,-2.18393467061733
SORT1,-1.45518414735871,-2.18277622103806
ATP9B,-1.45513341572519,-2.18270012358778
UTP18,1.45507869563553,2.18261804345329
KDM2A,1.45427816506585,2.18141724759877
GTDC1,1.4539512575699,2.18092688635485
ATRIP,1.45383415653489,2.18075123480233
TMEM144,-1.45382821733532,-2.18074232600298
CAT,-1.45327533273014,-2.17991299909521
ATP23,1.45259262896677,2.17888894345016
HIST2H2AC,1.45210679436821,2.17816019155231
FIGNL1,1.45136511735784,2.17704767603676
ITGB5,-1.4512747101829,-2.17691206527435
REL,1.45118348752883,2.17677523129325
CAMSAP1,1.45057942530171,2.17586913795256
KIF17,-1.45009696412305,-2.17514544618457
TRIM69,-1.44998648822567,-2.1749797323385
SLC18B1,-1.36950551653662,-2.05425827480493
N6AMT1,1.44943690190171,2.17415535285256
LRRC23,-1.44940160267594,-2.17410240401391
MAP2K3,1.44853474248758,2.17280211373137
MAPKAPK5,1.44780332269398,2.17170498404097
MECR,1.44770106426917,2.17155159640375
AATF,1.44766559195889,2.17149838793834
ABCB10,1.44752578753074,2.17128868129611
VPS52,-1.4473875515753,-2.17108132736295
KIF5B,1.44649048757538,2.16973573136307
TPRG1L,-1.44648288138105,-2.16972432207158
NFKBID,1.44586612396655,2.16879918594983
PRUNE1,-1.44579338875756,-2.16869008313634
ZNF629,-1.445440049675,-2.1681600745125
KCTD3,-1.4450462389547,-2.16756935843205
BACH1,-1.44481900414617,-2.16722850621925
HABP4,1.44445393518889,2.16668090278334
SMAD1,1.44435273613988,2.16652910420982
FOSB,-1.44434725536793,-2.16652088305189
CCDC113,-1.44389426082931,-2.16584139124396
GLB1L2,-1.4433679450278,-2.1650519175417
ZNF282,1.44286756483761,2.16430134725641
HMG20A,-1.44250688237487,-2.1637603235623
APOOL,-1.44215081497176,-2.16322622245764
DIDO1,1.4420996776178,2.1631495164267
ZNF814,-1.44205711062746,-2.16308566594119
DHDDS,-1.44170751881704,-2.16256127822556
NPAT,1.44154513813166,2.16231770719749
EMG1,1.44152207996549,2.16228311994823
KDM5B,1.44150869062804,2.16226303594206
ST3GAL2,1.44148581040518,2.16222871560777
TXNIP,-1.44108804128653,-2.16163206192979
ZNF74,1.44092926871548,2.16139390307322
RABGEF1,1.44087061230211,2.16130591845317
MGST2,-1.44064663034971,-2.16096994552457
ZFHX4,-1.44015161279669,-2.16022741919504
ZFAND2A,-1.43948862673918,-2.15923294010877
NUDT4,-1.43804693503707,-2.1570704025556
TMEM134,-1.43803036988288,-2.15704555482432
SEPHS1,1.43788690515256,2.15683035772884
MID1IP1,1.43714528346408,2.15571792519612
CENPA,1.43696351725264,2.15544527587896
C4orf3,-1.43651590939649,-2.15477386409473
C14orf28,1.28421528540013,1.9263229281002
INMT,1.43605782861597,2.15408674292395
GNB4,1.43581222517109,2.15371833775664
FBXO28,1.43547180891995,2.15320771337993
PRKAR2A,1.43534592394345,2.15301888591518
PYGL,1.43526222629844,2.15289333944766
SH2B1,1.4350464358893,2.15256965383395
SACS,1.43491730706748,2.15237596060122
HS2ST1,1.43482597582686,2.15223896374029
ZNF90,1.43468840341633,2.1520326051245
ZNF862,-1.43439781572342,-2.15159672358513
CCDC88C,-1.43438931086852,-2.15158396630278
TRADD,1.43412236468994,2.15118354703491
MLLT10,1.43375045743231,2.15062568614846
CCDC12,1.43352259535463,2.15028389303195
ZNF652,-1.43350587721205,-2.15025881581807
ACYP2,-1.43314668379754,-2.14972002569631
TXLNG,1.43311652444946,2.14967478667419
SLC35B1,-1.43268436457467,-2.14902654686201
NUP160,1.43266879166672,2.14900318750008
DDX56,1.43215698612923,2.14823547919385
ATF1,1.43195028491112,2.14792542736668
TMEM187,-1.43187990533935,-2.14781985800902
ESRRA,1.43149597414488,2.14724396121732
OSBPL1A,1.43051115994153,2.1457667399123
SSX2IP,1.43008930296882,2.14513395445323
SEPTIN11,1.42967912710824,2.14451869066236
DPH5,-1.42967201975334,-2.14450802963001
IFI6,1.42896379324413,2.1434456898662
RFWD3,1.42874995423444,2.14312493135166
ZNF598,1.4286905828819,2.14303587432285
ARHGEF2,1.4282786846375,2.14241802695625
NOP56,-1.42799065615414,-2.14198598423121
TBC1D14,1.42797635415471,2.14196453123206
ATXN2,1.42757622558653,2.1413643383798
CYTH4,1.42751767995243,2.14127651992864
PHYH,-1.42734284610955,-2.14101426916433
RPS6KA3,-1.4270001037157,-2.14050015557355
MARK3,-1.42655223401363,-2.13982835102045
RNF125,1.27277530553029,1.90916295829543
POLR3GL,-1.42587951133234,-2.13881926699851
ARMCX1,-1.42583411459823,-2.13875117189735
SLC4A8,1.42555040360652,2.13832560540978
CDCA7,1.42553315185382,2.13829972778073
TMEM9,-1.4254645282258,-2.1381967923387
PAICS,1.42493079859115,2.13739619788672
SRRM1,1.42445669441032,2.13668504161548
SCAP,1.42370762138496,2.13556143207744
SLC39A4,1.4234116730626,2.1351175095939
FLRT1,1.34105832419169,2.01158748628754
PDE5A,-1.42299280586304,-2.13448920879456
KIAA0895,1.42268383148012,2.13402574722018
CTC1,1.422605218492,2.133907827738
SIPA1L1,1.42241816128827,2.1336272419324
CCDC115,-1.42197839526326,-2.13296759289489
MMUT,-1.42159255585242,-2.13238883377863
ARL2BP,-1.42123832873221,-2.13185749309831
GSTM4,-1.42122300274319,-2.13183450411479
TBC1D12,1.42115753626553,2.1317363043983
EPB41,-1.4210837933483,-2.13162569002245
CDKN2AIPNL,1.42093298650715,2.13139947976072
VIM,1.42091158640843,2.13136737961265
UQCC1,-1.42084549098154,-2.13126823647231
CADM1,1.42078150954394,2.13117226431591
SDAD1,1.41960757614609,2.12941136421914
NDC80,1.41939499182878,2.12909248774317
KTN1,1.41936544911748,2.12904817367622
TMEM38B,-1.41913712003857,-2.12870568005785
FKBP7,-1.41875358045495,-2.12813037068242
SLC25A18,-1.4184464051473,-2.12766960772095
POLG2,1.41826419349821,2.12739629024732
DEPDC1B,1.4180241037284,2.1270361555926
RAB11FIP3,1.41795690315447,2.1269353547317
VPS35L,-1.41720041061556,-2.12580061592334
COL4A5,-1.41702162305133,-2.125532434577
UBE2B,1.41620473299649,2.12430709949474
TNIP2,1.41610717768225,2.12416076652338
BMS1,1.4159380686945,2.12390710304175
XRCC2,1.41593391251494,2.12390086877241
ST3GAL3,1.41579306563439,2.12368959845158
ZNF443,1.41536818658997,2.12305227988496
ARHGEF19,1.41499107233148,2.12248660849722
PWWP2A,1.41461814939082,2.12192722408623
HERC3,-1.41399224729656,-2.12098837094484
NUP85,1.41394067177239,2.12091100765858
SSH2,-1.41363201705819,-2.12044802558728
PTPRA,-1.41349280392708,-2.12023920589062
DENND4B,1.41322956454307,2.11984434681461
BOLA2,1.41282148728261,2.11923223092391
DDB2,-1.41169941731817,-2.11754912597726
ANO5,-1.32870038331526,-1.99305057497289
EPS8,1.41131919429225,2.11697879143837
EXOSC3,1.41111362284598,2.11667043426897
HBEGF,1.41088420347939,2.11632630521909
PAN3,1.41063141461018,2.11594712191527
PNMA1,-1.41039572037166,-2.11559358055749
KIF3A,-1.41004070824888,-2.11506106237332
FIS1,-1.40996295965476,-2.11494443948214
MMS22L,1.40987306664663,2.11480959996994
RBM17,1.40978544212334,2.11467816318501
PPIP5K2,1.40933007744724,2.11399511617086
CD151,-1.40896825270169,-2.11345237905253
TFAM,1.40878612405358,2.11317918608037
TCTN1,-1.40836279927755,-2.11254419891632
ELK1,1.40794144090217,2.11191216135325
KDM2B,1.40703434208046,2.11055151312069
FTCDNL1,-1.40674535005928,-2.11011802508892
SLFN11,-1.40632772441595,-2.10949158662392
MCC,-1.32211144507343,-1.98316716761014
NANS,1.40526358479329,2.10789537718993
WDR5,1.4048837873935,2.10732568109025
RPL36A,1.40479974123022,2.10719961184533
FBXW11,-1.40477036421641,-2.10715554632461
PEX14,1.40465642074433,2.10698463111649
ELOVL4,-1.32104618625462,-1.98156927938193
TRPV2,1.40394011166468,2.10591016749702
PEX7,1.4037462487898,2.1056193731847
BDP1,1.40369834747248,2.10554752120872
RPP40,1.40336856357273,2.10505284535909
AASDH,-1.40231143093946,-2.10346714640919
KIAA0319,-1.40227188012225,-2.10340782018338
RUNX2,1.40212384948812,2.10318577423218
KIF1B,-1.40201370243369,-2.10302055365054
TMA7,1.40192727187767,2.10289090781651
ABRAXAS1,-1.40189261890636,-2.10283892835954
GADD45A,1.40169248211068,2.10253872316602
GBA,-1.40161297955889,-2.10241946933834
MAP2K2,-1.40147814684456,-2.10221722026684
ANAPC1,1.40137805143194,2.10206707714791
SNRPB2,-1.40110355180253,-2.1016553277038
SMG9,1.40062969460362,2.10094454190543
SERPINF1,-1.40046152102373,-2.10069228153559
MIS18A,1.40023446040373,2.10035169060559
PTTG1,1.40006051013885,2.10009076520827
SELENOM,-1.40005600531724,-2.10008400797586
ALOX5AP,1.39985460018079,2.09978190027119
PDXK,1.39982656671419,2.09973985007128
TBCA,1.39962284631674,2.09943426947511
SYNM,-1.39934122559221,-2.09901183838832
LOXL1,1.39928683849066,2.09893025773599
ORAI3,-1.39792449755606,-2.09688674633409
KIAA0586,-1.39736227392097,-2.09604341088145
ZMYND19,1.31357244895996,1.97035867343994
ISOC2,1.39700711870512,2.09551067805768
TBCB,1.39594886501685,2.09392329752527
DICER1,-1.3958938678787,-2.09384080181805
EFHD1,-1.39468279271181,-2.09202418906771
PDE6D,1.39374225030721,2.09061337546082
HTRA1,-1.23611973058458,-1.85417959587687
VMA21,1.39342995969773,2.09014493954659
PFKFB3,1.39333701046981,2.09000551570472
ARID1B,-1.39324206958368,-2.08986310437552
RANBP1,1.39308900626141,2.08963350939212
ZBED8,-1.39304521733471,-2.08956782600207
ATP6V1B2,-1.39298789210083,-2.08948183815124
MANBAL,-1.39282652531117,-2.08923978796676
MAN2A2,-1.39280175855134,-2.08920263782701
ZFYVE28,1.30839169707108,1.96258754560662
MYBL1,1.3923998894612,2.0885998341918
ACD,1.39161848663291,2.08742772994936
GPAT2,-1.30660962825536,-1.95991444238304
ILRUN,1.3906344204899,2.08595163073485
TBC1D19,-1.39062261092253,-2.08593391638379
ZNF766,-1.39031580462183,-2.08547370693275
ZFYVE16,-1.39027748530657,-2.08541622795985
POLB,-1.38951675341652,-2.08427513012478
PSRC1,1.38942898573096,2.08414347859644
RILP,1.38940187282076,2.08410280923114
GSPT2,-1.38931573009357,-2.08397359514036
CIC,1.38892818878576,2.08339228317864
TM9SF4,-1.38836824929316,-2.08255237393974
STARD8,1.38797019764685,2.08195529647027
ID4,-1.22827679543057,-1.84241519314586
NRDE2,-1.38653058327558,-2.07979587491337
MPI,-1.38627108634963,-2.07940662952444
RNF4,1.38614396321565,2.07921594482348
DYRK4,-1.38611247344386,-2.07916871016579
ZNF511,1.38541562514684,2.07812343772026
TMEM128,-1.38523847599269,-2.07785771398903
MIF4GD,-1.38484695450205,-2.07727043175308
GNAQ,-1.38473905001766,-2.07710857502649
GAK,1.38455161073659,2.07682741610488
TUBG2,-1.38347533287577,-2.07521299931365
LTA4H,-1.38335780481164,-2.07503670721746
SETD3,1.38304182377549,2.07456273566324
TEAD4,1.38236628027878,2.07354942041817
CPT1A,-1.38233574505741,-2.07350361758612
FMNL2,1.38213800705749,2.07320701058624
COA7,1.38180404143765,2.07270606215647
SPRYD4,-1.38170561912691,-2.07255842869036
SNRPN,-1.38160984500028,-2.07241476750042
PSMG2,1.38112052262744,2.07168078394116
PPP1R35,1.38090250525926,2.07135375788889
MED11,-1.38073747774749,-2.07110621662124
SURF6,1.38047572371059,2.07071358556589
RAD54L,1.38045138864578,2.07067708296867
ABCC10,-1.38019662600487,-2.0702949390073
SRSF10,1.38004431380573,2.07006647070859
MPZL1,-1.37962187287592,-2.06943280931388
CAMK1D,1.37952273012236,2.06928409518354
PUF60,1.37948447208523,2.06922670812784
GYG1,-1.37940139568057,-2.06910209352086
SPAG9,1.37925952021682,2.06888928032523
TNKS1BP1,1.379153412196,2.068730118294
FAM168A,-1.37903700729558,-2.06855551094337
ZSWIM1,-1.37899025853894,-2.06848538780841
SLCO4A1,1.37878905536413,2.06818358304619
CAPNS1,-1.37815968933639,-2.06723953400459
CLCF1,1.37803152067465,2.06704728101198
ADORA2B,1.37762645674981,2.06643968512472
LIN7B,-1.37755863639922,-2.06633795459883
SMIM29,1.37715590441277,2.06573385661915
PNN,1.37702528241009,2.06553792361513
RAB26,-1.37624782733914,-2.06437174100871
SENP1,1.37610846267091,2.06416269400636
SPATA2L,1.375192877986,2.062789316979
MAP3K7,1.37514085629512,2.06271128444268
YARS,1.37467002100159,2.06200503150239
BUB1,1.37448869240159,2.06173303860239
CERCAM,-1.37424282007507,-2.06136423011261
PHC3,-1.37372173069589,-2.06058259604383
FBXW2,1.37364723954404,2.06047085931606
CRISPLD2,1.373346806779,2.0600202101685
SNAPC4,1.3732267395918,2.0598401093877
ZFR2,-1.21300557514278,-1.81950836271417
SMPD1,-1.37309775183934,-2.05964662775901
TIGD5,-1.37290120001054,-2.05935180001581
ANKRD28,1.37229915725002,2.05844873587503
APH1B,-1.37217974003885,-2.05826961005828
DBF4B,1.372139908743,2.0582098631145
USP14,1.37162767415375,2.05744151123063
MIF,1.37159971449998,2.05739957174997
TCOF1,1.37157636250206,2.05736454375309
CCDC30,-1.3715731854255,-2.05735977813825
ULK1,1.37136247983586,2.05704371975379
EML1,1.37055282404895,2.05582923607342
CALCOCO1,-1.37048633410367,-2.05572950115551
ARHGEF35,-1.37048353820333,-2.055725307305
C1orf226,1.36999022661767,2.05498533992651
RBPJ,1.3699010852885,2.05485162793275
LAS1L,1.36989176446804,2.05483764670206
ACAP2,1.36977588336724,2.05466382505086
PNPLA4,-1.28397135180294,-1.92595702770441
SRGAP2C,1.36927216083626,2.05390824125439
UNKL,1.36882140243327,2.05323210364991
FNDC3B,-1.36763461813504,-2.05145192720256
RNASEK,-1.36757423401804,-2.05136135102706
GNG12,1.36753679892327,2.05130519838491
LAMTOR1,-1.36744036303873,-2.05116054455809
BORCS5,-1.36727326185002,-2.05090989277503
NME2,1.36692972575135,2.05039458862703
SPTSSA,1.36678745315516,2.05018117973274
PLEKHA3,-1.36627486205543,-2.04941229308314
ADCY3,-1.36555452149451,-2.04833178224176
MT1X,-1.3649651477802,-2.0474477216703
YEATS2,1.3646728790313,2.04700931854695
HAUS7,1.36458462629497,2.04687693944245
STX4,1.36454827733094,2.04682241599641
ZNF772,1.36452441919034,2.04678662878551
VEZF1,1.36420333146532,2.04630499719798
ANXA6,1.3639896316459,2.04598444746885
CLNS1A,1.36383550437132,2.04575325655698
CSNK2A1,-1.36346562157776,-2.04519843236664
GTF2IRD1,1.36329936963471,2.04494905445206
CCNG2,-1.36290552617957,-2.04435828926936
TNFAIP3,1.36272787989317,2.04409181983976
ZNF615,-1.36270490987909,-2.04405736481863
PPP1R14B,1.36242687217591,2.04364030826387
LYAR,1.36218573808442,2.04327860712663
ADCK2,-1.27605531491787,-1.9140829723768
ZNF829,1.36109918476483,2.04164877714724
