genesymbol	geneset
MAFF	STK33_UP
BTG3	RAF_UP.V1_DN
BTG3	ERBB2_UP.V1_DN
BTG3	EGFR_UP.V1_DN
BTG3	STK33_NOMO_UP
BTG3	TBK1.DF_UP
BTG3	LTE2_UP.V1_DN
BTG3	STK33_UP
RELB	P53_DN.V2_UP
RELB	VEGF_A_UP.V1_UP
RELB	ESC_J1_UP_EARLY.V1_DN
RELB	PGF_UP.V1_DN
RELB	KRAS.AMP.LUNG_UP.V1_DN
FOSL1	MEK_UP.V1_UP
FOSL1	GCNP_SHH_UP_EARLY.V1_UP
FOSL1	MEL18_DN.V1_UP
FOSL1	BMI1_DN_MEL18_DN.V1_UP
FOSL1	IL2_UP.V1_UP
FOSL1	PDGF_UP.V1_UP
FOSL1	LEF1_UP.V1_UP
FOSL1	ESC_J1_UP_EARLY.V1_UP
FOSL1	PTEN_DN.V1_DN
FOSL1	IL15_UP.V1_UP
FOSL1	RELA_DN.V1_UP
CSF2	KRAS.BREAST_UP.V1_UP
CSF2	MEL18_DN.V1_UP
CSF2	BMI1_DN_MEL18_DN.V1_UP
CSF2	CYCLIN_D1_KE_.V1_DN
CSF2	CYCLIN_D1_UP.V1_DN
CSF2	KRAS.600.LUNG.BREAST_UP.V1_UP
CSF2	BMI1_DN.V1_UP
CSF2	KRAS.LUNG.BREAST_UP.V1_UP
LDLR	AKT_UP.V1_UP
LDLR	MTOR_UP.N4.V1_UP
LDLR	MTOR_UP.V1_UP
LDLR	CSR_LATE_UP.V1_DN
NR4A2	PTEN_DN.V2_DN
NR4A2	GCNP_SHH_UP_EARLY.V1_DN
NR4A2	PRC2_EZH2_UP.V1_UP
ACKR3	RAF_UP.V1_DN
ACKR3	KRAS.LUNG.BREAST_UP.V1_DN
ACKR3	NFE2L2.V2
ACKR3	AKT_UP.V1_DN
ACKR3	KRAS.600.LUNG.BREAST_UP.V1_DN
ACKR3	TGFB_UP.V1_DN
ACKR3	CYCLIN_D1_KE_.V1_DN
ACKR3	CYCLIN_D1_UP.V1_DN
ACKR3	E2F1_UP.V1_DN
ACKR3	KRAS.50_UP.V1_DN
ACKR3	EGFR_UP.V1_DN
ACKR3	MTOR_UP.V1_DN
ACKR3	BMI1_DN.V1_UP
ACKR3	KRAS.300_UP.V1_DN
ACKR3	KRAS.600_UP.V1_DN
ACKR3	KRAS.PROSTATE_UP.V1_DN
ACKR3	NOTCH_DN.V1_DN
ACKR3	JNK_DN.V1_UP
ACKR3	RB_DN.V1_DN
BTG2	CSR_LATE_UP.V1_DN
BTG2	STK33_NOMO_UP
BTG2	RB_DN.V1_UP
BTG2	STK33_SKM_UP
BTG2	MTOR_UP.N4.V1_DN
BTG2	NOTCH_DN.V1_UP
BTG2	P53_DN.V1_DN
BTG2	STK33_UP
BTG2	SIRNA_EIF4GI_UP
NFIL3	PDGF_ERK_DN.V1_DN
NFIL3	MTOR_UP.V1_DN
NFIL3	AKT_UP_MTOR_DN.V1_UP
NFIL3	EGFR_UP.V1_UP
NFIL3	AKT_UP.V1_UP
NFIL3	TBK1.DF_UP
NFIL3	PKCA_DN.V1_DN
NFIL3	LTE2_UP.V1_DN
NFIL3	MTOR_UP.N4.V1_UP
NFIL3	RB_DN.V1_DN
KLF4	MEK_UP.V1_UP
KLF4	KRAS.DF.V1_DN
KLF4	ESC_V6.5_UP_EARLY.V1_DN
KLF4	ESC_J1_UP_EARLY.V1_DN
KLF4	TGFB_UP.V1_UP
KLF4	ESC_V6.5_UP_LATE.V1_DN
KLF4	EGFR_UP.V1_UP
KLF4	HOXA9_DN.V1_UP
KLF4	ESC_J1_UP_LATE.V1_DN
KLF4	LTE2_UP.V1_DN
KLF4	CYCLIN_D1_UP.V1_UP
KLF4	CYCLIN_D1_KE_.V1_UP
KLF4	PRC2_EZH2_UP.V1_UP
FJX1	CSR_EARLY_UP.V1_UP
FJX1	MEL18_DN.V1_UP
FJX1	ALK_DN.V1_UP
FJX1	BMI1_DN.V1_UP
FJX1	LEF1_UP.V1_UP
FJX1	PTEN_DN.V1_DN
FJX1	BMI1_DN_MEL18_DN.V1_UP
TGIF1	PDGF_ERK_DN.V1_DN
TGIF1	AKT_UP_MTOR_DN.V1_UP
TGIF1	STK33_NOMO_UP
TGIF1	STK33_UP
SLC16A6	CRX_NRL_DN.V1_UP
SLC16A6	BRCA1_DN.V1_UP
SLC16A6	MEL18_DN.V1_UP
SLC16A6	MEK_UP.V1_DN
SLC16A6	NRL_DN.V1_UP
TNF	STK33_SKM_UP
TNF	STK33_UP
SOCS3	NRL_DN.V1_DN
SOCS3	CRX_DN.V1_DN
SOCS3	ESC_V6.5_UP_EARLY.V1_DN
SOCS3	ESC_J1_UP_EARLY.V1_DN
SOCS3	ESC_V6.5_UP_LATE.V1_DN
SOCS3	ESC_J1_UP_LATE.V1_DN
SOCS3	P53_DN.V1_DN
B4GALT5	VEGF_A_UP.V1_DN
B4GALT5	LTE2_UP.V1_UP
PTGER4	MEK_UP.V1_UP
PTGER4	SRC_UP.V1_DN
PTGER4	ERBB2_UP.V1_UP
PTGER4	TGFB_UP.V1_DN
PTGER4	RPS14_DN.V1_UP
PTGER4	MTOR_UP.V1_DN
PTGER4	ESC_J1_UP_EARLY.V1_UP
PTGER4	LTE2_UP.V1_UP
PTGER4	GCNP_SHH_UP_LATE.V1_DN
PTGER4	HOXA9_DN.V1_UP
PTGER4	RAF_UP.V1_UP
RCAN1	RAF_UP.V1_UP
RCAN1	LTE2_UP.V1_UP
RCAN1	EGFR_UP.V1_UP
IL7R	PDGF_ERK_DN.V1_DN
IL7R	SRC_UP.V1_DN
IL7R	MEL18_DN.V1_UP
IL7R	BMI1_DN_MEL18_DN.V1_UP
IL7R	CYCLIN_D1_KE_.V1_DN
IL7R	PDGF_UP.V1_DN
IL7R	CAMP_UP.V1_DN
IL7R	RELA_DN.V1_DN
IL7R	NOTCH_DN.V1_DN
IL7R	STK33_NOMO_UP
IL7R	KRAS.PROSTATE_UP.V1_UP
IL7R	PTEN_DN.V2_UP
IL7R	CYCLIN_D1_UP.V1_DN
IL7R	CSR_LATE_UP.V1_UP
IL7R	MTOR_UP.N4.V1_UP
IL7R	BMI1_DN.V1_UP
DDX58	MEK_UP.V1_DN
DDX58	LTE2_UP.V1_DN
DDX58	TGFB_UP.V1_DN
DDX58	ERBB2_UP.V1_DN
DDX58	LEF1_UP.V1_DN
DDX58	IL2_UP.V1_DN
PLAUR	MEL18_DN.V1_UP
PLAUR	BMI1_DN_MEL18_DN.V1_UP
PLAUR	TBK1.DF_UP
PLAUR	CSR_EARLY_UP.V1_UP
PLAUR	KRAS.600.LUNG.BREAST_UP.V1_UP
NFKBIA	PDGF_ERK_DN.V1_DN
NFKBIA	P53_DN.V2_UP
NFKBIA	STK33_SKM_UP
NFKBIA	HINATA_NFKB_IMMU_INF
SLC2A6	MEK_UP.V1_UP
SLC2A6	SRC_UP.V1_DN
SLC2A6	MEL18_DN.V1_UP
SLC2A6	PRC2_EED_UP.V1_DN
SLC2A6	RAF_UP.V1_UP
SLC2A6	PRC2_EZH2_UP.V1_DN
SLC2A6	BMI1_DN.V1_UP
SLC2A6	E2F3_UP.V1_DN
PLEK	SNF5_DN.V1_UP
PLEK	CAMP_UP.V1_DN
PLEK	IL21_UP.V1_DN
PLEK	IL2_UP.V1_DN
CXCL11	KRAS.KIDNEY_UP.V1_DN
CXCL11	RELA_DN.V1_DN
CXCL11	VEGF_A_UP.V1_UP
CXCL11	PTEN_DN.V1_DN
CXCL11	JNK_DN.V1_UP
B4GALT1	CRX_NRL_DN.V1_UP
B4GALT1	NRL_DN.V1_UP
B4GALT1	CRX_DN.V1_UP
B4GALT1	BCAT_BILD_ET_AL_UP
CCL20	P53_DN.V2_UP
CCL20	MYC_UP.V1_DN
CCL20	KRAS.KIDNEY_UP.V1_DN
CCL20	ALK_DN.V1_UP
CCL20	HINATA_NFKB_IMMU_INF
CCL20	KRAS.DF.V1_UP
CCL20	LEF1_UP.V1_DN
CCL20	KRAS.600.LUNG.BREAST_UP.V1_UP
CCL20	BMI1_DN.V1_UP
CCL20	CYCLIN_D1_KE_.V1_UP
CCL20	KRAS.LUNG_UP.V1_UP
CCL20	CTIP_DN.V1_UP
CCL20	KRAS.LUNG.BREAST_UP.V1_UP
CCL20	STK33_NOMO_UP
EDN1	MEK_UP.V1_UP
EDN1	AKT_UP.V1_UP
EDN1	PRC1_BMI_UP.V1_UP
EDN1	PTEN_DN.V1_UP
EDN1	PRC2_SUZ12_UP.V1_UP
EDN1	MEL18_DN.V1_UP
EDN1	ERBB2_UP.V1_UP
EDN1	ESC_J1_UP_LATE.V1_DN
EDN1	RB_P107_DN.V1_DN
EDN1	BMI1_DN_MEL18_DN.V1_UP
EDN1	CTIP_DN.V1_DN
EDN1	ESC_J1_UP_EARLY.V1_DN
EDN1	BMI1_DN.V1_UP
EDN1	KRAS.600_UP.V1_DN
EDN1	KRAS.PROSTATE_UP.V1_DN
EDN1	TGFB_UP.V1_UP
EDN1	LTE2_UP.V1_UP
EDN1	TBK1.DN.48HRS_UP
EDN1	AKT_UP_MTOR_DN.V1_UP
EDN1	GCNP_SHH_UP_LATE.V1_DN
EDN1	EGFR_UP.V1_UP
EDN1	PRC2_EZH2_UP.V1_UP
SQSTM1	STK33_SKM_UP
SQSTM1	NFE2L2.V2
SQSTM1	STK33_UP
SQSTM1	STK33_NOMO_UP
CXCL3	KRAS.300_UP.V1_UP
CXCL3	CYCLIN_D1_KE_.V1_DN
CXCL3	IL2_UP.V1_UP
CXCL3	ATM_DN.V1_DN
CXCL3	KRAS.600_UP.V1_UP
CXCL3	STK33_NOMO_UP
CXCL3	KRAS.BREAST_UP.V1_UP
CXCL3	MYC_UP.V1_DN
CXCL3	HINATA_NFKB_IMMU_INF
CXCL3	KRAS.DF.V1_UP
CXCL3	KRAS.600.LUNG.BREAST_UP.V1_UP
CXCL3	STK33_UP
CXCL3	KRAS.LUNG.BREAST_UP.V1_UP
NFKB1	NRL_DN.V1_DN
NFKB1	CRX_DN.V1_DN
NFKB1	CAMP_UP.V1_DN
NFKB1	CRX_NRL_DN.V1_DN
NFKB1	TBK1.DF_UP
NFKB1	HINATA_NFKB_IMMU_INF
NFKB1	E2F1_UP.V1_DN
PDE4B	ERBB2_UP.V1_UP
PDE4B	MTOR_UP.V1_DN
PDE4B	JNK_DN.V1_UP
PDE4B	EGFR_UP.V1_UP
PDE4B	BMI1_DN_MEL18_DN.V1_DN
PDE4B	BMI1_DN.V1_DN
PDE4B	AKT_UP.V1_DN
PDE4B	MEL18_DN.V1_DN
PDE4B	P53_DN.V1_DN
JUNB	PDGF_ERK_DN.V1_DN
JUNB	CRX_DN.V1_DN
JUNB	ESC_V6.5_UP_EARLY.V1_DN
JUNB	IL2_UP.V1_UP
JUNB	ESC_J1_UP_EARLY.V1_DN
JUNB	TGFB_UP.V1_UP
JUNB	AKT_UP_MTOR_DN.V1_UP
JUNB	EGFR_UP.V1_UP
JUNB	STK33_NOMO_UP
JUNB	STK33_SKM_UP
JUNB	IL15_UP.V1_UP
JUNB	RELA_DN.V1_UP
JUNB	STK33_UP
IL18	MYC_UP.V1_DN
IL18	EIF4E_UP
IL18	E2F1_UP.V1_DN
IL18	P53_DN.V1_UP
IL18	LEF1_UP.V1_DN
IL18	IL2_UP.V1_DN
IFIH1	WNT_UP.V1_DN
IFIH1	ERBB2_UP.V1_DN
IFIH1	MEK_UP.V1_DN
IFIH1	LTE2_UP.V1_DN
JAG1	MEL18_DN.V1_UP
JAG1	BMI1_DN_MEL18_DN.V1_UP
JAG1	RPS14_DN.V1_UP
JAG1	PTEN_DN.V1_UP
JAG1	CRX_DN.V1_UP
JAG1	LTE2_UP.V1_DN
JAG1	BMI1_DN.V1_UP
LITAF	RB_P130_DN.V1_UP
IL1B	RPS14_DN.V1_UP
IL1B	CSR_LATE_UP.V1_DN
IL1B	STK33_NOMO_UP
IL1B	KRAS.BREAST_UP.V1_UP
IL1B	STK33_SKM_UP
IL1B	PTEN_DN.V2_UP
IL1B	HINATA_NFKB_IMMU_INF
IL1B	KRAS.600.LUNG.BREAST_UP.V1_UP
IL1B	RELA_DN.V1_UP
IL1B	STK33_UP
NR4A3	RPS14_DN.V1_UP
NR4A3	RAF_UP.V1_UP
NR4A3	P53_DN.V1_DN
JUN	PDGF_ERK_DN.V1_DN
JUN	TGFB_UP.V1_UP
JUN	PDGF_UP.V1_DN
JUN	STK33_NOMO_UP
JUN	PTEN_DN.V2_UP
JUN	RELA_DN.V1_UP
JUN	STK33_UP
DUSP4	MEK_UP.V1_UP
DUSP4	ERBB2_UP.V1_UP
DUSP4	TGFB_UP.V1_DN
DUSP4	IL2_UP.V1_UP
DUSP4	KRAS.600_UP.V1_UP
DUSP4	SIRNA_EIF4GI_DN
DUSP4	LTE2_UP.V1_UP
DUSP4	EGFR_UP.V1_UP
DUSP4	TBK1.DN.48HRS_DN
DUSP4	JNK_DN.V1_DN
DUSP4	BCAT.100_UP.V1_UP
DUSP4	IL15_UP.V1_UP
DUSP4	RAF_UP.V1_UP
DUSP4	CYCLIN_D1_KE_.V1_UP
CXCL10	PRC1_BMI_UP.V1_UP
CXCL10	RELA_DN.V1_DN
CXCL10	PRC2_EED_UP.V1_UP
CXCL10	SNF5_DN.V1_UP
CXCL10	KRAS.KIDNEY_UP.V1_DN
OLR1	STK33_SKM_UP
OLR1	RB_P130_DN.V1_DN
OLR1	WNT_UP.V1_UP
OLR1	HINATA_NFKB_IMMU_INF
OLR1	LEF1_UP.V1_DN
OLR1	STK33_UP
OLR1	SNF5_DN.V1_DN
OLR1	STK33_NOMO_UP
NAMPT	STK33_NOMO_UP
NAMPT	STK33_SKM_UP
NAMPT	P53_DN.V1_DN
NAMPT	STK33_UP
IL15RA	RPS14_DN.V1_DN
IL15RA	EGFR_UP.V1_UP
IL15RA	PRC2_EZH2_UP.V1_UP
DRAM1	ERBB2_UP.V1_UP
DRAM1	AKT_UP.V1_DN
DRAM1	ESC_J1_UP_LATE.V1_UP
DRAM1	LTE2_UP.V1_UP
DRAM1	NOTCH_DN.V1_DN
DRAM1	EGFR_UP.V1_UP
DRAM1	CSR_LATE_UP.V1_DN
SGK1	PTEN_DN.V2_DN
SGK1	TGFB_UP.V1_UP
SGK1	ESC_V6.5_UP_LATE.V1_DN
SGK1	STK33_NOMO_UP
SGK1	STK33_SKM_UP
SGK1	E2F1_UP.V1_DN
SGK1	CORDENONSI_YAP_CONSERVED_SIGNATURE
SGK1	P53_DN.V1_DN
SGK1	STK33_UP
F3	MEL18_DN.V1_UP
F3	BMI1_DN_MEL18_DN.V1_UP
F3	CYCLIN_D1_KE_.V1_DN
F3	E2F1_UP.V1_DN
F3	P53_DN.V1_UP
F3	ESC_J1_UP_LATE.V1_UP
F3	CSR_EARLY_UP.V1_UP
F3	BMI1_DN.V1_UP
F3	RELA_DN.V1_UP
GFPT2	MEL18_DN.V1_UP
GFPT2	ESC_J1_UP_LATE.V1_DN
GFPT2	BMI1_DN_MEL18_DN.V1_UP
GFPT2	JAK2_DN.V1_UP
GFPT2	KRAS.DF.V1_UP
GFPT2	BMI1_DN.V1_UP
GFPT2	PRC2_EZH2_UP.V1_UP
CCNL1	JAK2_DN.V1_DN
RIPK2	CSR_EARLY_UP.V1_UP
RIPK2	PGF_UP.V1_UP
RIPK2	SIRNA_EIF4GI_DN
SOD2	CSR_LATE_UP.V1_DN
IRS2	VEGF_A_UP.V1_UP
IRS2	MTOR_UP.V1_DN
IRS2	CSR_LATE_UP.V1_DN
IRS2	AKT_UP.V1_DN
IRS2	ATF2_UP.V1_DN
IRS2	ESC_J1_UP_LATE.V1_UP
IL6ST	STK33_NOMO_UP
IL6ST	E2F1_UP.V1_DN
IL6ST	PGF_UP.V1_UP
IL6ST	STK33_UP
TNFSF9	RB_DN.V1_UP
TNFSF9	MEL18_DN.V1_UP
TNFSF9	BMI1_DN_MEL18_DN.V1_UP
TNFSF9	BMI1_DN.V1_UP
TNFSF9	P53_DN.V1_DN
LIF	MEL18_DN.V1_UP
LIF	BMI1_DN_MEL18_DN.V1_UP
LIF	IL2_UP.V1_UP
LIF	TGFB_UP.V1_UP
LIF	EGFR_UP.V1_UP
LIF	KRAS.BREAST_UP.V1_UP
LIF	IL21_UP.V1_UP
LIF	IL15_UP.V1_UP
LIF	KRAS.600.LUNG.BREAST_UP.V1_UP
LIF	BMI1_DN.V1_UP
LIF	E2F3_UP.V1_DN
LIF	KRAS.LUNG.BREAST_UP.V1_UP
GCH1	TGFB_UP.V1_DN
GCH1	ATF2_S_UP.V1_DN
GCH1	BCAT_GDS748_UP
GCH1	MTOR_UP.V1_UP
GCH1	AKT_UP_MTOR_DN.V1_UP
GCH1	JNK_DN.V1_UP
GCH1	STK33_NOMO_DN
GCH1	AKT_UP.V1_UP
GCH1	TBK1.DF_UP
GCH1	E2F3_UP.V1_UP
GCH1	ATF2_UP.V1_DN
GCH1	KRAS.DF.V1_UP
GCH1	MTOR_UP.N4.V1_UP
KDM6B	TGFB_UP.V1_UP
CD69	P53_DN.V2_UP
CD69	IL15_UP.V1_UP
CD69	IL2_UP.V1_UP
CD69	ATM_DN.V1_DN
CD69	RPS14_DN.V1_UP
IL1A	BMI1_DN_MEL18_DN.V1_UP
IL1A	IL2_UP.V1_UP
IL1A	BCAT_BILD_ET_AL_DN
IL1A	STK33_NOMO_UP
IL1A	STK33_SKM_UP
IL1A	TBK1.DF_UP
IL1A	IL15_UP.V1_UP
IL1A	CYCLIN_D1_UP.V1_DN
IL1A	STK33_UP
G0S2	WNT_UP.V1_DN
G0S2	KRAS.300_UP.V1_UP
G0S2	P53_DN.V1_UP
G0S2	KRAS.600_UP.V1_UP
G0S2	LEF1_UP.V1_UP
G0S2	KRAS.LUNG_UP.V1_UP
G0S2	TBK1.DF_UP
G0S2	KRAS.50_UP.V1_UP
G0S2	JNK_DN.V1_DN
G0S2	PTEN_DN.V2_UP
G0S2	ATF2_UP.V1_UP
G0S2	KRAS.600.LUNG.BREAST_UP.V1_UP
G0S2	KRAS.LUNG.BREAST_UP.V1_UP
IRF1	TGFB_UP.V1_DN
IRF1	P53_DN.V1_UP
IRF1	EGFR_UP.V1_UP
IRF1	STK33_SKM_UP
IRF1	HINATA_NFKB_IMMU_INF
TUBB2A	MEK_UP.V1_UP
TUBB2A	RPS14_DN.V1_DN
TUBB2A	EGFR_UP.V1_UP
TUBB2A	STK33_NOMO_UP
TUBB2A	TBK1.DF_UP
TUBB2A	RAF_UP.V1_UP
TUBB2A	MTOR_UP.N4.V1_UP
BMP2	IL15_UP.V1_UP
BMP2	IL2_UP.V1_UP
BMP2	ESC_V6.5_UP_LATE.V1_UP
BMP2	JAK2_DN.V1_UP
BMP2	ESC_J1_UP_LATE.V1_UP
BMP2	KRAS.DF.V1_UP
BMP2	KRAS.600.LUNG.BREAST_UP.V1_UP
BMP2	PGF_UP.V1_DN
BMP2	PRC2_EZH2_UP.V1_UP
NR4A1	NRL_DN.V1_DN
NR4A1	CRX_NRL_DN.V1_DN
NR4A1	DCA_UP.V1_DN
NR4A1	P53_DN.V1_DN
EFNA1	TBK1.DF_UP
EFNA1	CRX_DN.V1_DN
EFNA1	ESC_V6.5_UP_LATE.V1_UP
EFNA1	ESC_J1_UP_LATE.V1_UP
EFNA1	ATM_DN.V1_UP
EFNA1	RELA_DN.V1_UP
EFNA1	IL15_UP.V1_DN
IL6	ALK_DN.V1_UP
IL6	MYC_UP.V1_DN
IL6	KRAS.KIDNEY_UP.V1_DN
IL6	VEGF_A_UP.V1_DN
IL6	WNT_UP.V1_UP
IL6	HINATA_NFKB_IMMU_INF
IL6	E2F3_UP.V1_DN
PTGS2	WNT_UP.V1_DN
PTGS2	KRAS.DF.V1_DN
PTGS2	ATF2_S_UP.V1_DN
PTGS2	EIF4E_DN
PTGS2	KRAS.600_UP.V1_UP
PTGS2	ATF2_UP.V1_DN
PTGS2	PTEN_DN.V2_UP
PTGS2	E2F1_UP.V1_DN
PTGS2	CSR_EARLY_UP.V1_UP
PTGS2	PGF_UP.V1_UP
PTGS2	KRAS.600.LUNG.BREAST_UP.V1_UP
PTGS2	RELA_DN.V1_UP
PTGS2	KRAS.LUNG.BREAST_UP.V1_UP
PTX3	P53_DN.V2_UP
PTX3	IL21_UP.V1_UP
PTX3	KRAS.300_UP.V1_UP
PTX3	ATF2_UP.V1_DN
PTX3	TGFB_UP.V1_DN
PTX3	HINATA_NFKB_IMMU_INF
PTX3	KRAS.600_UP.V1_UP
PTX3	STK33_NOMO_UP
SERPINB2	STK33_DN
SERPINB2	SRC_UP.V1_DN
SERPINB2	PRC2_SUZ12_UP.V1_UP
SERPINB2	PDGF_ERK_DN.V1_UP
SERPINB2	VEGF_A_UP.V1_DN
SERPINB2	HINATA_NFKB_MATRIX
SERPINB2	STK33_SKM_DN
SERPINB2	CAMP_UP.V1_DN
SERPINB2	ATF2_UP.V1_UP
SERPINB2	PRC2_EED_UP.V1_UP
SERPINB2	KRAS.PROSTATE_UP.V1_DN
SERPINB2	PTEN_DN.V1_DN
SERPINB2	PRC2_EZH2_UP.V1_UP
BHLHE40	PDGF_UP.V1_DN
BHLHE40	ESC_V6.5_UP_EARLY.V1_DN
BHLHE40	TGFB_UP.V1_UP
BHLHE40	HOXA9_DN.V1_DN
BHLHE40	ESC_J1_UP_LATE.V1_DN
BHLHE40	ATF2_UP.V1_DN
BHLHE40	MTOR_UP.N4.V1_UP
BHLHE40	RB_DN.V1_DN
GADD45B	IL2_UP.V1_UP
GADD45B	TGFB_UP.V1_UP
GADD45B	ESC_J1_UP_EARLY.V1_UP
GADD45B	IL15_UP.V1_UP
GADD45B	ESC_J1_UP_LATE.V1_UP
GADD45B	CORDENONSI_YAP_CONSERVED_SIGNATURE
GADD45B	RELA_DN.V1_UP
MAP2K3	EIF4E_UP
MAP2K3	CSR_EARLY_UP.V1_UP
EHD1	BMI1_DN_MEL18_DN.V1_UP
KLF2	MTOR_UP.V1_DN
KLF2	NOTCH_DN.V1_DN
KLF2	AKT_UP.V1_DN
KLF2	E2F1_UP.V1_DN
VEGFA	WNT_UP.V1_DN
VEGFA	ALK_DN.V1_UP
VEGFA	MEL18_DN.V1_UP
VEGFA	BMI1_DN_MEL18_DN.V1_UP
VEGFA	CAHOY_ASTROCYTIC
VEGFA	ATM_DN.V1_UP
VEGFA	E2F1_UP.V1_UP
VEGFA	MTOR_UP.N4.V1_UP
VEGFA	RELA_DN.V1_UP
BCL6	ERBB2_UP.V1_UP
BCL6	TGFB_UP.V1_DN
BCL6	RPS14_DN.V1_UP
BCL6	STK33_NOMO_UP
BCL6	IL21_UP.V1_UP
BCL6	E2F1_UP.V1_DN
BCL6	KRAS.DF.V1_UP
BCL6	STK33_UP
CCL4	P53_DN.V2_UP
CCL4	JNK_DN.V1_UP
CCL4	STK33_NOMO_UP
CCL4	STK33_SKM_UP
CCL4	IL15_UP.V1_UP
CCL4	STK33_UP
ATP2B1	KRAS.DF.V1_DN
ATP2B1	TBK1.DF_DN
ATP2B1	CAMP_UP.V1_DN
CCRL2	GCNP_SHH_UP_EARLY.V1_DN
TSC22D1	CAMP_UP.V1_DN
TNFRSF9	P53_DN.V2_UP
TNFRSF9	MEL18_DN.V1_UP
TNFRSF9	KRAS.DF.V1_DN
TNFRSF9	BMI1_DN_MEL18_DN.V1_UP
TNFRSF9	IL2_UP.V1_UP
TNFRSF9	RPS14_DN.V1_UP
TNFRSF9	IL15_UP.V1_UP
TNFRSF9	BMI1_DN.V1_UP
TNFRSF9	RELA_DN.V1_UP
KLF9	VEGF_A_UP.V1_DN
KLF9	CYCLIN_D1_KE_.V1_DN
KLF9	CYCLIN_D1_UP.V1_DN
GEM	CAMP_UP.V1_DN
GEM	IL15_UP.V1_DN
GEM	LTE2_UP.V1_DN
ATF3	BMI1_DN_MEL18_DN.V1_UP
ATF3	PDGF_UP.V1_UP
ATF3	VEGF_A_UP.V1_UP
ATF3	PRC2_EED_UP.V1_UP
ATF3	MTOR_UP.V1_UP
ATF3	TGFB_UP.V1_UP
ATF3	AKT_UP_MTOR_DN.V1_UP
ATF3	EGFR_UP.V1_UP
ATF3	AKT_UP.V1_UP
ATF3	TBK1.DF_UP
ATF3	MEK_UP.V1_DN
ATF3	LTE2_UP.V1_DN
ATF3	ESC_J1_UP_LATE.V1_UP
ATF3	MTOR_UP.N4.V1_UP
ATF3	RELA_DN.V1_UP
ATF3	SIRNA_EIF4GI_UP
TNC	BRCA1_DN.V1_UP
TNC	KRAS.DF.V1_DN
TNC	ESC_V6.5_UP_EARLY.V1_DN
TNC	CRX_NRL_DN.V1_DN
TNC	RELA_DN.V1_UP
TNC	RB_DN.V1_DN
ICAM1	VEGF_A_UP.V1_UP
ICAM1	ESC_V6.5_UP_LATE.V1_DN
ICAM1	EGFR_UP.V1_UP
ICAM1	STK33_NOMO_UP
ICAM1	ESC_J1_UP_LATE.V1_DN
ICAM1	HINATA_NFKB_IMMU_INF
ICAM1	STK33_UP
CD83	P53_DN.V2_UP
CD83	MEL18_DN.V1_UP
CD83	CAMP_UP.V1_DN
CD83	JNK_DN.V1_UP
CD83	TBK1.DF_UP
CD83	E2F3_UP.V1_UP
CD83	HINATA_NFKB_IMMU_INF
PTPRE	MEK_UP.V1_UP
PTPRE	ERBB2_UP.V1_UP
PTPRE	RPS14_DN.V1_UP
PTPRE	EGFR_UP.V1_UP
PTPRE	MYC_UP.V1_DN
PTPRE	HOXA9_DN.V1_UP
PTPRE	VEGF_A_UP.V1_DN
PTPRE	RB_P107_DN.V1_DN
TANK	E2F1_UP.V1_DN
TANK	SIRNA_EIF4GI_DN
TANK	RELA_DN.V1_UP
RNF19B	PDGF_UP.V1_UP
RNF19B	TGFB_UP.V1_UP
RNF19B	AKT_UP_MTOR_DN.V1_UP
RNF19B	STK33_SKM_UP
RNF19B	STK33_UP
HEXA	ESC_V6.5_UP_LATE.V1_UP
PKLR	RELA_DN.V1_DN
PKLR	RPS14_DN.V1_DN
PKLR	PGF_UP.V1_DN
PKLR	WNT_UP.V1_UP
ANXA2	CRX_DN.V1_DN
ANXA2	ESC_V6.5_UP_EARLY.V1_DN
EDN2	CRX_NRL_DN.V1_UP
EDN2	KRAS.KIDNEY_UP.V1_DN
EDN2	KRAS.600_UP.V1_DN
EDN2	PGF_UP.V1_DN
EDN2	NRL_DN.V1_UP
EDN2	PRC1_BMI_UP.V1_DN
EDN2	RB_P107_DN.V1_UP
SDC3	GCNP_SHH_UP_EARLY.V1_UP
SDC3	ATF2_UP.V1_DN
SDC3	ATF2_S_UP.V1_DN
SDC3	PDGF_UP.V1_UP
SLC37A4	STK33_DN
SLC37A4	AKT_UP.V1_DN
SLC37A4	TBK1.DF_DN
SLC37A4	CSR_EARLY_UP.V1_UP
SLC37A4	AKT_UP_MTOR_DN.V1_DN
SLC37A4	STK33_NOMO_DN
PAM	CAMP_UP.V1_DN
PAM	CRX_NRL_DN.V1_DN
MT2A	CAMP_UP.V1_UP
MT2A	CSR_LATE_UP.V1_UP
ZNF292	TGFB_UP.V1_DN
NCAN	SNF5_DN.V1_UP
ADORA2B	AKT_UP.V1_UP
ADORA2B	ATF2_UP.V1_DN
ADORA2B	P53_DN.V1_UP
ADORA2B	PKCA_DN.V1_UP
ADORA2B	CAHOY_ASTROCYTIC
ADORA2B	MTOR_UP.V1_UP
ADORA2B	AKT_UP_MTOR_DN.V1_UP
ADORA2B	CSR_LATE_UP.V1_DN
CA12	RAF_UP.V1_DN
CA12	MEL18_DN.V1_UP
CA12	LTE2_UP.V1_DN
CA12	P53_DN.V1_DN
HS3ST1	IL15_UP.V1_UP
HS3ST1	TGFB_UP.V1_DN
HS3ST1	WNT_UP.V1_UP
